瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
192,柳林,2020-08-02 16:00,29.3,,77,.1,1.26,,10,,959,,32.5
192,柳林,2020-08-02 17:00,29.2,,77,.6,1.04,,9,,816,,31.6
192,柳林,2020-08-02 18:00,28,,81,.1,.52,,9,,737,,29.6
192,柳林,2020-08-02 19:00,27.5,,82,0,.12,,10,,769,,28
192,柳林,2020-08-02 20:00,26.7,,86,0,.02,,7,,710,,26.7
192,柳林,2020-08-02 21:00,26.4,,87,,,,8,,590,,26.1
192,柳林,2020-08-02 22:00,26.3,,89,,,,10,,594,,26
192,柳林,2020-08-02 23:00,26.2,,89,,,,9,,627,,25.7
192,柳林,2020-08-03 00:00,26.2,,89,,,,,,575,,25.6
192,柳林,2020-08-03 01:00,26.2,,90,,,,5,,546,,25.5
192,柳林,2020-08-03 02:00,26.1,,90,,,,6,,565,,25.2
192,柳林,2020-08-03 03:00,26.1,,90,,,,9,,590,,25.6
192,柳林,2020-08-03 04:00,26.2,,89,,,,9,,664,,25.2
192,柳林,2020-08-03 05:00,25.8,,90,,,,9,,678,,25
192,柳林,2020-08-03 06:00,26.1,,88,0,0,,8,,704,,24.7
192,柳林,2020-08-03 07:00,26.1,,88,0,.15,,6,,682,,25.2
192,柳林,2020-08-03 08:00,26.7,,87,0,.5,,9,,673,,26.9
192,柳林,2020-08-03 09:00,27.8,,81,.3,1.18,,9,,731,,29.6
192,柳林,2020-08-03 10:00,28.2,,80,.5,1.8,,9,,731,,31.7
192,柳林,2020-08-03 11:00,28.8,,80,.1,1.56,,9,,666,,33
192,柳林,2020-08-03 12:00,29,,79,.2,1.59,,8,,696,,32.9
192,柳林,2020-08-03 13:00,29.4,,79,0,1.4,,10,,752,,33.2
192,柳林,2020-08-03 14:00,30.3,,76,.5,1.88,,10,,801,,34.5
192,柳林,2020-08-03 15:00,29.7,,77,.7,2,,10,,779,,34.5
192,柳林,2020-08-03 16:00,28.3,,82,0,.73,,10,,717,,31.1
192,柳林,2020-08-03 17:00,28.1,,82,0,.64,,10,,665,,30.2
192,柳林,2020-08-03 18:00,27.9,,84,0,.58,,10,,605,,29.5
192,柳林,2020-08-03 19:00,27.3,,85,.1,.28,,9,,545,,28
192,柳林,2020-08-03 20:00,26.7,,87,0,.01,,7,,514,,26.8
192,柳林,2020-08-03 21:00,26.4,,87,,,,5,,486,,26.2
192,柳林,2020-08-03 22:00,26.2,,87,,,,5,,467,,25.6
192,柳林,2020-08-03 23:00,25.8,,89,,,,5,,416,,25.3
192,柳林,2020-08-04 00:00,24.9,,93,,,,,,325,,24.8
192,柳林,2020-08-04 01:00,25.3,,91,,,,4,,408,,24.6
192,柳林,2020-08-04 02:00,24.2,,93,,,,5,,296,,24.5
192,柳林,2020-08-04 03:00,23.7,,95,,,,2,,238,,24
192,柳林,2020-08-04 04:00,23.6,,97,,,,3,,237,,23.7
192,柳林,2020-08-04 05:00,23.2,,97,,,,5,,195,,23.6
192,柳林,2020-08-04 06:00,23.6,,97,0,.01,,6,,243,,24
192,柳林,2020-08-04 07:00,25.6,,93,0,.23,,6,,324,,25.7
192,柳林,2020-08-04 08:00,26.9,,87,.2,.8,,6,,415,,28.3
192,柳林,2020-08-04 09:00,28.7,,80,.9,1.47,,5,,515,,30.7
192,柳林,2020-08-04 10:00,29.5,,78,.9,2.1,,7,,560,,34.2
192,柳林,2020-08-04 11:00,29.5,,78,.2,1.27,,8,,538,,33
192,柳林,2020-08-04 12:00,30.8,,76,.8,2.9,,7,,605,,37.7
192,柳林,2020-08-04 13:00,30.4,,76,.7,2.31,,7,,532,,35.5
192,柳林,2020-08-04 14:00,30.8,,75,1,3.06,,8,,471,,37.7
192,柳林,2020-08-04 15:00,30.2,,75,.9,2.64,,7,,445,,36
192,柳林,2020-08-04 16:00,29.9,,79,.9,1.95,,8,,456,,34.4
192,柳林,2020-08-04 17:00,29.3,,79,1,1.49,,7,,461,,32.3
192,柳林,2020-08-04 18:00,28.5,,83,.7,.63,,7,,382,,30.3
192,柳林,2020-08-04 19:00,27.7,,86,.1,.21,,7,,333,,28.7
192,柳林,2020-08-04 20:00,27.1,,89,0,.01,,7,,266,,27.7
192,柳林,2020-08-04 21:00,26.9,,89,,,,7,,265,,27
192,柳林,2020-08-04 22:00,26.9,,90,,,,6,,303,,26.6
192,柳林,2020-08-04 23:00,26.8,,91,,,,7,,351,,26.3
192,柳林,2020-08-05 00:00,26.5,,91,,,,,,344,,26.1
192,柳林,2020-08-05 01:00,26.1,,91,,,,7,,348,,25.7
192,柳林,2020-08-05 02:00,24.5,,96,,,,6,,200,,25.1
192,柳林,2020-08-05 03:00,24.5,,97,,,,8,,172,,24.8
192,柳林,2020-08-05 04:00,25.1,,98,,,,7,,255,,24.7
192,柳林,2020-08-05 05:00,25,,97,,,,9,,283,,24.8
192,柳林,2020-08-05 06:00,24.7,,97,0,0,,7,,302,,24.7
192,柳林,2020-08-05 07:00,26.7,,91,0,.28,,8,,871,,26.3
192,柳林,2020-08-05 08:00,28.2,,85,.8,1.02,,8,,1125,,29.2
192,柳林,2020-08-05 09:00,28.2,,85,.1,.76,,7,,1136,,29.5
192,柳林,2020-08-05 10:00,27.5,5,94,.1,.74,,8,,1006,,30
192,柳林,2020-08-05 11:00,27.3,2.3,91,.3,1.42,,8,,774,,30
192,柳林,2020-08-05 12:00,29.1,.1,89,.3,1.91,,8,,1109,,34
192,柳林,2020-08-05 13:00,29.2,,82,.5,2.16,,9,,1301,,33.9
192,柳林,2020-08-05 14:00,28.8,,84,0,1.22,,10,,1168,,32.8
192,柳林,2020-08-05 15:00,29,,85,0,1.13,,10,,1263,,32.2
192,柳林,2020-08-05 16:00,28.2,,85,.1,.95,,10,,1234,,31.7
192,柳林,2020-08-05 17:00,28,,87,0,.61,,10,,1191,,30.4
192,柳林,2020-08-05 18:00,28.7,,84,.1,.45,,10,,1536,,29.8
192,柳林,2020-08-05 19:00,27.2,.5,91,0,.3,,9,,1252,,28.7
192,柳林,2020-08-05 20:00,26.6,2.7,93,0,.01,,9,,623,,27.5
192,柳林,2020-08-05 21:00,26.2,7.9,94,,,,10,,218,,26.7
192,柳林,2020-08-05 22:00,26.7,6.6,92,,,,8,,834,,26.6
192,柳林,2020-08-05 23:00,26.5,1.5,93,,,,10,,952,,26.2
192,柳林,2020-08-06 00:00,26.5,,92,,,,,,510,,26.2
192,柳林,2020-08-06 01:00,26.7,,90,,,,10,,941,,26.1
192,柳林,2020-08-06 02:00,27.2,,87,,,,10,,880,,26.1
192,柳林,2020-08-06 03:00,27.2,.1,87,,,,5,,833,,26.1
192,柳林,2020-08-06 04:00,26.3,1.7,90,,,,10,,484,,25.8
192,柳林,2020-08-06 05:00,26.6,.2,91,,,,10,,663,,25.8
192,柳林,2020-08-06 06:00,26.5,1.1,92,0,0,,10,,563,,25.8
192,柳林,2020-08-06 07:00,26.9,,87,0,.05,,10,,791,,26
192,柳林,2020-08-06 08:00,27.5,,84,0,.33,,10,,1004,,27
192,柳林,2020-08-06 09:00,27.8,,82,0,.5,,8,,1169,,27.7
192,柳林,2020-08-06 10:00,27.1,.5,85,0,.39,,10,,1164,,27.3
192,柳林,2020-08-06 11:00,27.3,0,83,0,.31,,10,,1479,,27.3
192,柳林,2020-08-06 12:00,27.1,1.2,86,0,.47,,10,,1159,,27.8
192,柳林,2020-08-06 13:00,26.2,6.3,93,0,.32,,10,,962,,27.7
192,柳林,2020-08-06 14:00,26.7,0,92,.1,1.09,,9,,1348,,29.8
192,柳林,2020-08-06 15:00,26.7,.3,92,0,.52,,10,,1712,,28.9
192,柳林,2020-08-06 16:00,26.3,.4,93,0,.47,,10,,1567,,28.5
192,柳林,2020-08-06 17:00,27.2,,90,0,.48,,10,,1878,,28.8
192,柳林,2020-08-06 18:00,27.3,,90,.1,.69,,9,,1360,,29.1
192,柳林,2020-08-06 19:00,26.8,,91,0,.2,,5,,999,,27.6
192,柳林,2020-08-06 20:00,26.3,,92,0,.01,,7,,677,,26.6
192,柳林,2020-08-06 21:00,26.4,,92,,,,10,,758,,26.3
192,柳林,2020-08-06 22:00,26.3,,92,,,,10,,792,,26.2
192,柳林,2020-08-06 23:00,26.2,,92,,,,10,,760,,26
192,柳林,2020-08-07 00:00,26.1,,93,,,,10,,729,,26
192,柳林,2020-08-07 01:00,26.5,,91,,,,10,,801,,26
192,柳林,2020-08-07 02:00,26.2,,93,,,,10,,931,,26
192,柳林,2020-08-07 03:00,25.7,3.2,95,,,,10,,167,,25.8
192,柳林,2020-08-07 04:00,25.7,5.9,95,,,,10,,947,,25.7
192,柳林,2020-08-07 05:00,25.8,.4,94,,,,10,,822,,25.7
192,柳林,2020-08-07 06:00,25.5,.1,94,0,0,,10,,630,,25.7
192,柳林,2020-08-07 07:00,24.1,.5,97,0,.04,,9,,1005,,25.5
192,柳林,2020-08-07 08:00,24.3,1,97,0,.2,,10,,643,,25.8
192,柳林,2020-08-07 09:00,26,17.1,97,0,.37,,10,,502,,26.9
192,柳林,2020-08-07 10:00,27.2,,91,0,1.11,,9,,469,,29.5
192,柳林,2020-08-07 11:00,26.8,,87,0,.83,,10,,365,,29.2
192,柳林,2020-08-07 12:00,26.8,0,86,0,.7,,10,,306,,28.8
192,柳林,2020-08-07 13:00,26.4,.7,89,0,.43,,10,,299,,28.3
192,柳林,2020-08-07 14:00,26.2,.1,92,0,.17,,10,,233,,27.5
192,柳林,2020-08-07 15:00,25.7,1.2,95,0,.17,,10,,173,,27
192,柳林,2020-08-07 16:00,25.7,3.5,95,0,.05,,10,,174,,26.2
192,柳林,2020-08-07 17:00,24.8,14.8,96,0,.04,,10,,222,,25.7
192,柳林,2020-08-07 18:00,24.1,14.1,97,0,.01,,10,,218,,25.2
192,柳林,2020-08-07 19:00,24.2,4,97,0,.01,,10,,390,,25.2
192,柳林,2020-08-07 20:00,24,2.2,97,0,0,,10,,695,,25
192,柳林,2020-08-07 21:00,24,1.5,98,,,,10,,619,,24.8
192,柳林,2020-08-07 22:00,23.6,1.7,97,,,,10,,830,,24.7
192,柳林,2020-08-07 23:00,23.6,6.4,98,,,,10,,274,,24.5
192,柳林,2020-08-08 00:00,25.2,11.9,98,,,,10,,166,,24.7
192,柳林,2020-08-08 01:00,25.3,5.5,96,,,,10,,242,,25
192,柳林,2020-08-08 02:00,23.7,52.2,97,,,,10,,231,,24.5
192,柳林,2020-08-08 03:00,23.7,6,98,,,,10,,121,,24.3
192,柳林,2020-08-08 04:00,23.7,2.4,98,,,,10,,726,,24.2
192,柳林,2020-08-08 05:00,24.7,6,98,,,,10,,400,,24.3
192,柳林,2020-08-08 06:00,25.1,4.6,96,0,0,,10,,988,,24.5
192,柳林,2020-08-08 07:00,25.5,1.1,95,0,0,,10,,1194,,24.6
192,柳林,2020-08-08 08:00,24.7,4.1,94,0,.01,,10,,549,,24.6
192,柳林,2020-08-08 09:00,25.1,5.9,95,0,.03,,10,,737,,24.7
192,柳林,2020-08-08 10:00,25.6,2.8,95,0,.27,,10,,1196,,25.8
192,柳林,2020-08-08 11:00,26.2,1.6,93,0,.59,,10,,1271,,27
192,柳林,2020-08-08 12:00,25.5,4.5,95,0,.08,,10,,312,,25.7
192,柳林,2020-08-08 13:00,25.7,4.1,95,0,.07,,10,,733,,25.7
192,柳林,2020-08-08 14:00,25.7,2.7,95,0,.22,,10,,1172,,26.2
192,柳林,2020-08-08 15:00,26.1,0,95,0,.44,,10,,746,,27
192,柳林,2020-08-08 16:00,26.2,1.2,95,0,.48,,10,,776,,27.7
192,柳林,2020-08-08 17:00,26.1,1,93,0,.41,,10,,992,,27.2
192,柳林,2020-08-08 18:00,25.6,1.4,94,0,.12,,10,,593,,26.2
192,柳林,2020-08-08 19:00,25.3,.4,93,0,.1,,10,,1758,,25.7
192,柳林,2020-08-08 20:00,25.6,,91,0,.01,,8,,1975,,25.2
192,柳林,2020-08-08 21:00,26,,89,,,,7,,1987,,25
192,柳林,2020-08-08 22:00,25.7,,91,,,,9,,1357,,25
192,柳林,2020-08-08 23:00,25.5,,92,,,,9,,820,,24.7
192,柳林,2020-08-09 00:00,25.6,,93,,,,8,,1552,,25
192,柳林,2020-08-09 01:00,25.3,.4,95,,,,10,,1841,,25
192,柳林,2020-08-09 02:00,25.2,.1,94,,,,10,,1918,,24.7
192,柳林,2020-08-09 03:00,24.8,0,96,,,,7,,1702,,24.5
192,柳林,2020-08-09 04:00,25.5,,92,,,,7,,2000,,24.3
192,柳林,2020-08-09 05:00,25.4,,91,,,,8,,1994,,24.2
192,柳林,2020-08-09 06:00,25.6,,90,0,.01,,7,,2000,,24.5
192,柳林,2020-08-09 07:00,26.7,,86,.1,.25,,6,,2000,,25.2
192,柳林,2020-08-09 08:00,28.1,,83,.6,.9,,7,,1996,,27.2
192,柳林,2020-08-09 09:00,28.4,,79,1,1.63,,8,,2000,,29.2
192,柳林,2020-08-09 10:00,28.8,,77,.9,2.11,,7,,1973,,32
192,柳林,2020-08-09 11:00,29.3,,76,.8,2.07,,7,,2000,,33.2
192,柳林,2020-08-09 12:00,29.9,,78,.9,3.01,,,,1956,,37
192,柳林,2020-08-09 13:00,30.1,,77,.7,2.4,,7,,1993,,36.4
192,柳林,2020-08-09 14:00,30.2,,75,.5,2.01,,8,,1951,,35.4
192,柳林,2020-08-09 15:00,29.9,,73,.9,2.5,,7,,1989,,34.7
192,柳林,2020-08-09 16:00,29.7,,75,.9,2.28,,5,,1987,,33.7
192,柳林,2020-08-09 17:00,29.9,,76,1,1.66,,5,,2000,,31.6
192,柳林,2020-08-09 18:00,28.6,,78,.8,.9,,6,,1987,,29.7
192,柳林,2020-08-09 19:00,27.1,,85,.1,.14,,3,,1990,,28.2
192,柳林,2020-08-09 20:00,26.2,.1,90,0,.01,,4,,2000,,27
192,柳林,2020-08-09 21:00,26,,90,,,,4,,2000,,26.2
192,柳林,2020-08-09 22:00,26.1,0,91,,,,4,,1995,,26.2
192,柳林,2020-08-09 23:00,25.7,.5,94,,,,4,,1264,,26.2
192,柳林,2020-08-10 00:00,25.7,,93,,,,5,,1993,,26.1
192,柳林,2020-08-10 01:00,25.1,2.2,95,,,,9,,381,,25.7
192,柳林,2020-08-10 02:00,25.2,4,96,,,,7,,474,,25.7
192,柳林,2020-08-10 03:00,25.4,1.1,96,,,,9,,746,,25.7
192,柳林,2020-08-10 04:00,25.5,.5,96,,,,7,,1314,,25.7
192,柳林,2020-08-10 05:00,26,.8,95,,,,6,,645,,25.7
192,柳林,2020-08-10 06:00,26.3,.6,94,0,0,,9,,1469,,26
192,柳林,2020-08-10 07:00,25.2,18.6,96,0,.01,,10,,197,,25.6
192,柳林,2020-08-10 08:00,25.5,8.7,97,0,.08,,10,,1774,,25.7
192,柳林,2020-08-10 09:00,26.2,.3,96,0,.5,,8,,1153,,27.3
192,柳林,2020-08-10 10:00,27.3,.1,92,0,.87,,9,,1710,,29.1
192,柳林,2020-08-10 11:00,27.7,0,89,0,.83,,10,,1485,,29.8
192,柳林,2020-08-10 12:00,26.7,.4,94,0,.74,,9,,703,,29
192,柳林,2020-08-10 13:00,26.7,.7,94,0,.42,,9,,2000,,28.7
192,柳林,2020-08-10 14:00,26.5,.8,94,0,.47,,9,,408,,28.7
192,柳林,2020-08-10 15:00,25.4,10.9,96,0,.23,,10,,225,,27.3
192,柳林,2020-08-10 16:00,25.3,5.1,96,0,.19,,10,,413,,27
192,柳林,2020-08-10 17:00,25.3,12.5,97,0,.07,,10,,748,,26.2
192,柳林,2020-08-10 18:00,25.8,1.4,95,0,.18,,10,,2000,,26.7
192,柳林,2020-08-10 19:00,25.7,,91,0,.14,,10,,2000,,26.2
192,柳林,2020-08-10 20:00,25.3,,93,0,0,,10,,2000,,25.7
192,柳林,2020-08-10 21:00,25.1,,96,,,,10,,1411,,25.5
192,柳林,2020-08-10 22:00,25.6,,93,,,,6,,2000,,25.6
192,柳林,2020-08-10 23:00,25.7,0,93,,,,7,,1291,,25.5
192,柳林,2020-08-11 00:00,25.7,.2,95,,,,5,,1308,,25.5
192,柳林,2020-08-11 01:00,26.2,,93,,,,8,,1086,,25.5
192,柳林,2020-08-11 02:00,26.7,,89,,,,7,,1421,,25.6
192,柳林,2020-08-11 03:00,26.6,,89,,,,8,,1453,,25.3
192,柳林,2020-08-11 04:00,26.2,,89,,,,5,,1612,,25.2
192,柳林,2020-08-11 05:00,26.2,,86,,,,5,,1906,,24.8
192,柳林,2020-08-11 06:00,26,,86,0,0,,5,,1933,,24.6
192,柳林,2020-08-11 07:00,26.6,,87,.6,.27,,4,,1831,,25.1
192,柳林,2020-08-11 08:00,27.5,,86,.6,.93,,8,,1828,,27.7
192,柳林,2020-08-11 09:00,28.2,,82,.3,1.12,,7,,1847,,29.7
192,柳林,2020-08-11 10:00,29,,80,.9,2.18,,8,,1797,,32.5
192,柳林,2020-08-11 11:00,29.4,,78,.3,1.54,,9,,1825,,32
192,柳林,2020-08-11 12:00,26.9,3.1,86,.1,.83,,8,,532,,29.6
192,柳林,2020-08-11 13:00,26.7,3.4,93,.2,1.01,,10,,446,,29.2
192,柳林,2020-08-11 14:00,25.9,14.3,95,0,.15,,10,,694,,27.7
192,柳林,2020-08-11 15:00,26.1,.2,93,0,.35,,10,,947,,28
192,柳林,2020-08-11 16:00,25.7,.5,94,0,.29,,10,,1999,,27.7
192,柳林,2020-08-11 17:00,25.6,.3,94,0,.18,,10,,1935,,27.2
192,柳林,2020-08-11 18:00,25.8,0,94,0,.3,,10,,1891,,27.6
192,柳林,2020-08-11 19:00,25.7,.1,95,0,.2,,10,,2000,,27.2
192,柳林,2020-08-11 20:00,25.7,,94,0,.02,,8,,1952,,26.3
192,柳林,2020-08-11 21:00,25.8,,95,,,,8,,1999,,26.2
192,柳林,2020-08-11 22:00,25.8,,94,,,,4,,1860,,25.7
192,柳林,2020-08-11 23:00,26.2,,93,,,,9,,1724,,25.7
192,柳林,2020-08-12 00:00,26.2,,93,,,,8,,1506,,25.6
192,柳林,2020-08-12 01:00,26.3,,93,,,,8,,1384,,25.6
192,柳林,2020-08-12 02:00,26.2,,95,,,,10,,1190,,25.6
192,柳林,2020-08-12 03:00,26.2,,94,,,,8,,1145,,25.3
192,柳林,2020-08-12 04:00,25.8,,94,,,,5,,1018,,25.2
192,柳林,2020-08-12 05:00,26.1,,95,,,,4,,938,,25.2
192,柳林,2020-08-12 06:00,26.3,,93,0,0,,8,,1440,,25.6
192,柳林,2020-08-12 07:00,26.3,.2,94,0,.09,,8,,1533,,26.2
192,柳林,2020-08-12 08:00,27.3,0,91,.2,.68,,8,,1608,,28.4
192,柳林,2020-08-12 09:00,26.7,0,95,.1,.6,,10,,1112,,28.4
192,柳林,2020-08-12 10:00,27.5,.5,95,0,.59,,10,,1929,,29.1
192,柳林,2020-08-12 11:00,28.3,,93,0,.83,,10,,1991,,30.1
192,柳林,2020-08-12 12:00,29.8,.1,88,.4,1.66,,8,,1813,,33.4
192,柳林,2020-08-12 13:00,28.2,1,91,0,1,,,,1793,,31.8
192,柳林,2020-08-12 14:00,29.6,,84,.4,1.66,,,,2000,,34
192,柳林,2020-08-12 15:00,29.8,,83,.7,2.24,,8,,1999,,34
192,柳林,2020-08-12 16:00,29.5,,82,.3,1.09,,7,,2000,,32.5
192,柳林,2020-08-12 17:00,29.3,,82,0,.69,,8,,1967,,31.3
192,柳林,2020-08-12 18:00,29.5,,79,.7,.78,,9,,1888,,30.5
192,柳林,2020-08-12 19:00,28.8,,79,.3,.31,,9,,2000,,29
192,柳林,2020-08-12 20:00,27.2,,88,0,0,,6,,1999,,27.7
192,柳林,2020-08-12 21:00,27.3,,87,,,,6,,1999,,27
192,柳林,2020-08-12 22:00,26.2,,92,,,,6,,1858,,26.6
192,柳林,2020-08-12 23:00,26.2,,92,,,,8,,1814,,26.2
192,柳林,2020-08-13 00:00,26.6,,90,,,,2,,1908,,26
192,柳林,2020-08-13 01:00,26.1,,92,,,,3,,1778,,25.7
192,柳林,2020-08-13 02:00,25.5,,94,,,,5,,1388,,25.3
192,柳林,2020-08-13 03:00,24.6,,96,,,,5,,1132,,25.3
192,柳林,2020-08-13 04:00,25.1,,96,,,,5,,1522,,25.2
192,柳林,2020-08-13 05:00,24.4,,97,,,,5,,705,,25
192,柳林,2020-08-13 06:00,24.2,,98,0,0,,6,,669,,25
192,柳林,2020-08-13 07:00,24.6,,98,0,.18,,6,,986,,25.7
192,柳林,2020-08-13 08:00,26.7,,92,.7,.71,,3,,1956,,27.3
192,柳林,2020-08-13 09:00,28.1,,85,.5,1.04,,6,,1857,,29.1
192,柳林,2020-08-13 10:00,29.6,,81,.5,1.7,,8,,1805,,32.5
192,柳林,2020-08-13 11:00,30.3,,77,.8,2.72,,7,,1833,,35.5
192,柳林,2020-08-13 12:00,30.9,,72,.7,2.68,,6,,2000,,36.6
192,柳林,2020-08-13 13:00,31.8,,70,.5,2.12,,5,,1915,,36.7
192,柳林,2020-08-13 14:00,31,,74,.7,2.17,,7,,1250,,36.9
192,柳林,2020-08-13 15:00,32.2,,72,1,2.43,,5,,1939,,37.6
192,柳林,2020-08-13 16:00,31.7,,71,1,2.43,,1,,1970,,35.9
192,柳林,2020-08-13 17:00,30.7,,75,1,1.54,,2,,1990,,33.5
192,柳林,2020-08-13 18:00,29.8,,78,.8,.85,,2,,2000,,31
192,柳林,2020-08-13 19:00,28.3,,83,.1,.13,,2,,2000,,29.2
192,柳林,2020-08-13 20:00,27.7,,86,0,0,,3,,2000,,27.8
192,柳林,2020-08-13 21:00,27.1,,88,,,,3,,2000,,27.2
192,柳林,2020-08-13 22:00,27,,88,,,,3,,2000,,27.1
192,柳林,2020-08-13 23:00,26.8,,88,,,,3,,2000,,26.7
192,柳林,2020-08-14 00:00,27.1,,87,,,,5,,2000,,26.7
192,柳林,2020-08-14 01:00,26.6,,90,,,,5,,1997,,26.7
192,柳林,2020-08-14 02:00,26.4,,91,,,,4,,1823,,26.5
192,柳林,2020-08-14 03:00,26.3,,93,,,,5,,1509,,26.5
192,柳林,2020-08-14 04:00,26.4,,92,,,,5,,1755,,25.8
192,柳林,2020-08-14 05:00,26.4,,90,,,,5,,1950,,25.5
192,柳林,2020-08-14 06:00,26.5,,88,0,0,,4,,1968,,25.3
192,柳林,2020-08-14 07:00,27,,86,.6,.28,,3,,1989,,26
192,柳林,2020-08-14 08:00,28.2,,81,1,.91,,4,,1963,,29
192,柳林,2020-08-14 09:00,29,,77,.9,1.21,,4,,1998,,31.5
192,柳林,2020-08-14 10:00,30,,74,1,2.02,,5,,1997,,35.4
192,柳林,2020-08-14 11:00,30.4,,75,.9,2.15,,6,,1954,,36.7
192,柳林,2020-08-14 12:00,31.5,,72,1,2.83,,6,,1889,,40.5
192,柳林,2020-08-14 13:00,31.8,,73,1,3.1,,6,,1911,,41.7
192,柳林,2020-08-14 14:00,31.6,,71,1,2.94,,7,,1970,,41.4
192,柳林,2020-08-14 15:00,31.7,,72,1,2.57,,,,1807,,39.4
192,柳林,2020-08-14 16:00,32.1,,73,1,2.24,,5,,1908,,37
192,柳林,2020-08-14 17:00,31.1,,74,1,1.54,,5,,2000,,34.2
192,柳林,2020-08-14 18:00,30.1,,79,1,.76,,5,,1983,,32
192,柳林,2020-08-14 19:00,29,,83,.7,.27,,7,,1867,,30.2
192,柳林,2020-08-14 20:00,28,,87,0,.01,,,,1682,,28.7
192,柳林,2020-08-14 21:00,27.5,,89,,,,,,1541,,27.8
192,柳林,2020-08-14 22:00,27.3,,89,,,,5,,1335,,27.3
192,柳林,2020-08-14 23:00,27.2,,90,,,,5,,1281,,27
192,柳林,2020-08-15 00:00,27.2,,90,,,,5,,792,,26.7
192,柳林,2020-08-15 01:00,27,,89,,,,7,,1135,,26.6
192,柳林,2020-08-15 02:00,26.6,,90,,,,4,,1116,,26.2
192,柳林,2020-08-15 03:00,26.5,,90,,,,3,,1244,,25.9
192,柳林,2020-08-15 04:00,26.2,,90,,,,3,,1073,,25.7
192,柳林,2020-08-15 05:00,26.1,,92,,,,2,,841,,25.6
192,柳林,2020-08-15 06:00,25.3,,94,0,0,,3,,727,,25.3
192,柳林,2020-08-15 07:00,26.9,,88,.6,.24,,0,,1182,,26.2
192,柳林,2020-08-15 08:00,28.1,,82,1,.93,,2,,1611,,29.2
192,柳林,2020-08-15 09:00,29.5,,79,1,1.65,,3,,1372,,33.4
192,柳林,2020-08-15 10:00,30.7,,73,1,2.33,,2,,1898,,37.6
192,柳林,2020-08-15 11:00,31.9,,68,1,2.84,,3,,1903,,40.7
192,柳林,2020-08-15 12:00,32.7,,68,1,3.18,,3,,1946,,42.9
192,柳林,2020-08-15 13:00,33.4,,70,1,3.29,,5,,1986,,44
192,柳林,2020-08-15 14:00,33.2,,67,1,2.78,,6,,1930,,42.7
192,柳林,2020-08-15 15:00,34.2,,61,1,2.87,,7,,2000,,42.2
192,柳林,2020-08-15 16:00,34.2,,60,1,2.38,,3,,2000,,38.5
192,柳林,2020-08-15 17:00,33,,64,1,1.65,,2,,2000,,35
192,柳林,2020-08-15 18:00,31.5,,71,1,1.02,,2,,2000,,32.5
192,柳林,2020-08-15 19:00,29.7,,74,.9,.34,,2,,2000,,30.6
192,柳林,2020-08-15 20:00,28.3,,80,0,0,,4,,2000,,29
192,柳林,2020-08-15 21:00,27.4,,85,,,,3,,2000,,28
192,柳林,2020-08-15 22:00,27.2,,85,,,,5,,2000,,27.2
192,柳林,2020-08-15 23:00,26.5,,88,,,,4,,2000,,26.7
192,柳林,2020-08-16 00:00,26.7,,87,,,,3,,2000,,26.2
192,柳林,2020-08-16 01:00,25.5,,91,,,,6,,2000,,25.7
192,柳林,2020-08-16 02:00,25.3,,93,,,,7,,1968,,25.2
192,柳林,2020-08-16 03:00,25.1,,92,,,,7,,2000,,25
192,柳林,2020-08-16 04:00,24,,93,,,,7,,1975,,24.5
192,柳林,2020-08-16 05:00,23.5,,96,,,,7,,1803,,24.1
192,柳林,2020-08-16 06:00,23.2,,97,0,0,,5,,1661,,24
192,柳林,2020-08-16 07:00,24.2,,96,0,.18,,4,,1574,,25.6
192,柳林,2020-08-16 08:00,25.6,,90,.7,.89,,1,,1946,,28.5
192,柳林,2020-08-16 09:00,28.3,,80,1,1.7,,5,,2000,,33.3
192,柳林,2020-08-16 10:00,30,,73,1,2.32,,5,,1951,,37
192,柳林,2020-08-16 11:00,31.1,,67,1,2.83,,4,,1896,,40.3
192,柳林,2020-08-16 12:00,32.4,,65,1,3.13,,3,,1889,,42.7
192,柳林,2020-08-16 13:00,32.6,,66,1,3.21,,4,,1869,,43.1
192,柳林,2020-08-16 14:00,32.9,,66,1,3,,3,,1696,,43.2
192,柳林,2020-08-16 15:00,32.8,,68,1,2.77,,3,,1760,,41.2
192,柳林,2020-08-16 16:00,32.5,,66,1,2.39,,0,,1855,,37.8
192,柳林,2020-08-16 17:00,32,,69,1,1.73,,3,,1785,,34.9
192,柳林,2020-08-16 18:00,31.2,,74,1,.96,,3,,1596,,32.9
192,柳林,2020-08-16 19:00,29.3,,80,.6,.25,,3,,1532,,30.8
192,柳林,2020-08-16 20:00,28.3,,83,0,0,,4,,1413,,29.2
192,柳林,2020-08-16 21:00,27.7,,84,,,,3,,1280,,28.2
192,柳林,2020-08-16 22:00,26.8,,89,,,,3,,1161,,27.6
192,柳林,2020-08-16 23:00,26.6,,89,,,,2,,1051,,27
192,柳林,2020-08-17 00:00,26.3,,92,,,,1,,937,,26.3
192,柳林,2020-08-17 01:00,25.3,,95,,,,3,,562,,25.8
192,柳林,2020-08-17 02:00,26,,93,,,,1,,726,,25.7
